customer_id,Transaction_count,number_of_purchase_in_weekend,number_of_purchase_in_weekday,most_common_city,diff_city,count_of_city,most_used_discount_code,Unique_Payment_Methods,Most_used_payment_method,First_order_date,Last_order_date,total_shipping_cost,total_discount,count_of_discounted_transactions,Gross_revenue,Net_revenue,AOV_per_customer,Net_revenue_excluding_shipping,Avg_Discount_per_Transaction,discounted_transaction_pct,recency_days,Customer_Lifespan_in_days,Avg_days_between_transaction,Customer_lifespan_in_months,Avg_transactions_per_month,plan_id,plan_start_date,plan_payment_timestamp,plan_payment_method,plan_name,plan_term,plan_price,status,expiry_date,churn_flag
CUST_00011,4,3,1,East Robertside,1,4,CODE_RESEARCH,3,PayPal,2024-06-02 00:01:00.000,2024-11-05 01:30:58.312,78.12,37.21,1,3395.97,3436.88,859.22,3358.76,9.3,25.0,206,362,90,12,0,PLAN_A,2025-02-02,2024-09-30 09:01:55.257,PayPal,Standard Subscription,Monthly,12.99,Active,2025-03-02,1
CUST_00012,3,1,2,Onealland,1,2,CODE_CASE,3,Credit Card,2024-11-23 00:03:00.000,2025-03-19 02:35:07.410,56.9,673.35,3,10628.65,10012.2,3337.4,9955.3,224.45,100.0,72,188,63,6,0,PLAN_A,2024-07-21,2025-02-01 17:24:35.393,PayPal,Standard Subscription,Monthly,12.99,Active,2024-08-21,1
CUST_00013,9,0,9,Lake Alexanderchester,1,7,CODE_ACTUALLY,3,PayPal,2024-09-16 00:02:00.000,2024-12-24 22:58:40.929,143.4,1319.69,6,17320.52,16144.23,1793.8,16000.83,146.63,66.67,157,256,28,9,1,PLAN_B,2024-05-29,2024-12-08 09:26:55.758,PayPal,Premium Subscription,Annual,119.99,Active,2025-05-29,1
CUST_00014,6,1,5,Belindaport,1,6,CODE_AVOID,3,Credit Card,2024-11-27 00:02:00.000,2025-02-12 00:22:48.174,83.51,663.75,5,6884.9,6304.66,1050.78,6221.15,110.62,83.33,107,184,31,6,1,PLAN_A,2024-05-11,2024-06-13 15:37:17.681,PayPal,Standard Subscription,Monthly,12.99,Active,2024-06-11,1
CUST_00015,7,2,5,Lake Emilyland,1,6,CODE_BALL,2,PayPal,2024-05-21 00:07:00.000,2024-11-15 06:38:41.826,103.78,40.78,2,8833.93,8896.93,1270.99,8793.15,5.83,28.57,196,374,53,12,1,PLAN_B,2024-05-27,2025-05-04 15:02:10.015,Credit Card,Premium Subscription,Annual,119.99,Active,2025-05-27,1
CUST_00016,9,1,8,Onealland,1,7,CODE_CASE,3,Credit Card,2024-03-03 03:04:49.846,2025-03-14 03:42:09.459,111.69,1838.23,7,17337.25,15610.71,1734.52,15499.02,204.25,77.78,77,453,50,15,1,PLAN_B,2024-02-01,2024-10-15 17:50:53.506,PayPal,Premium Subscription,Annual,119.99,Active,2025-02-01,1
CUST_00017,2,0,2,Liubury,1,2,CODE_SAVE,2,Credit Card,2024-05-13 10:47:05.513,2024-12-24 08:17:06.704,19.03,368.19,2,4357.51,4008.35,2004.18,3989.32,184.1,100.0,157,382,191,13,0,PLAN_B,2025-03-19,2024-01-15 23:02:41.653,PayPal,Premium Subscription,Annual,119.99,Active,2026-03-19,0
CUST_00018,6,2,4,West Clintonberg,1,5,CODE_ACTUALLY,3,Debit Card,2024-07-29 03:26:51.345,2025-03-08 12:37:08.765,92.54,641.3399999999999,5,10371.73,9822.93,1637.16,9730.39,106.89,83.33,83,305,51,10,1,PLAN_B,2025-05-08,2024-01-13 03:13:32.421,PayPal,Premium Subscription,Annual,119.99,Active,2026-05-08,0
CUST_00019,6,0,6,East Jeffrey,1,6,CODE_DIFFERENT,3,Credit Card,2024-11-14 00:01:00.000,2025-05-28 15:47:57.376,94.97,959.1,4,14558.24,13694.11,2282.35,13599.14,159.85,66.67,2,197,33,7,1,PLAN_A,2024-08-18,2024-05-09 10:54:17.479,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-09-18,1
CUST_00020,5,1,4,Alecchester,1,5,CODE_AVOID,3,Credit Card,2024-07-24 00:04:00.000,2025-04-21 04:44:24.398,78.45,657.85,4,7388.47,6809.069999999999,1361.81,6730.619999999999,131.57,80.0,39,310,62,10,0,PLAN_A,2025-03-15,2024-07-31 05:03:08.159,Credit Card,Standard Subscription,Monthly,12.99,Active,2025-04-15,1
CUST_00021,6,0,6,East Robertside,1,6,CODE_THOSE,3,Debit Card,2025-05-15 00:05:00.000,2025-05-15 00:09:00.000,76.98,672.71,3,13078.37,12482.64,2080.44,12405.66,112.12,50.0,15,15,2,0,6,PLAN_B,2024-08-21,2024-08-01 19:12:41.165,PayPal,Premium Subscription,Annual,119.99,Active,2025-08-21,0
CUST_00022,4,2,2,Brittanymouth,1,4,CODE_SHOULDER,3,Credit Card,2024-10-08 00:06:00.000,2025-04-05 02:13:53.549,49.42,422.48,1,16574.6,16201.54,4050.38,16152.12,105.62,25.0,55,234,58,8,0,PLAN_B,2024-04-02,2024-12-12 10:20:36.134,PayPal,Premium Subscription,Annual,119.99,Active,2025-04-02,1
CUST_00023,4,1,3,Belindaport,1,4,CODE_DECADE,2,Credit Card,2024-06-24 00:04:00.000,2024-08-03 17:39:21.137,58.6,765.03,3,6553.860000000001,5847.43,1461.86,5788.83,191.26,75.0,300,340,85,11,0,PLAN_B,2024-11-09,2025-03-04 09:27:19.234,Credit Card,Premium Subscription,Annual,119.99,Active,2025-11-09,0
CUST_00024,4,0,4,Mariostad,1,4,CODE_HIM,3,Credit Card,2024-12-04 00:04:00.000,2025-04-09 07:53:49.215,64.64,440.14,2,5333.38,4957.88,1239.47,4893.24,110.04,50.0,51,177,44,6,1,PLAN_B,2024-04-27,2025-04-28 02:17:55.694,PayPal,Premium Subscription,Annual,119.99,Active,2025-04-27,1
CUST_00025,6,1,5,Johnsonstad,1,6,CODE_CASE,3,Credit Card,2024-09-03 00:01:00.000,2025-05-08 01:19:09.508,79.17999999999999,2470.65,5,22476.32,20084.85,3347.48,20005.67,411.78,83.33,22,269,45,9,1,PLAN_B,2025-03-31,2025-02-22 14:35:50.676,Credit Card,Premium Subscription,Annual,119.99,Active,2026-03-31,0
CUST_00026,6,1,5,Melissaland,1,4,CODE_COLD,3,Credit Card,2024-04-04 00:04:00.000,2025-04-22 04:37:42.568,81.88,562.79,5,7060.37,6579.46,1096.58,6497.58,93.8,83.33,38,421,70,14,0,PLAN_B,2024-10-10,2025-05-11 23:18:27.841,PayPal,Premium Subscription,Annual,119.99,Active,2025-10-10,0
CUST_00027,2,2,0,East Matthewton,1,2,CODE_FLOOR,2,Credit Card,2024-06-22 04:13:38.806,2024-09-29 13:52:45.136,35.32,580.97,1,5950.379999999999,5404.73,2702.36,5369.41,290.48,50.0,243,342,171,11,0,PLAN_A,2024-05-22,2024-12-09 23:14:11.270,PayPal,Standard Subscription,Monthly,12.99,Active,2024-06-22,1
CUST_00028,3,0,3,East Jeffrey,1,3,CODE_OUTSIDE,2,Debit Card,2024-10-18 00:09:00.000,2025-03-12 17:28:11.229,42.72,160.32,2,2288.7200000000003,2171.12,723.71,2128.4,53.44,66.67,79,224,75,7,0,PLAN_A,2025-02-07,2025-04-19 13:07:27.940,PayPal,Standard Subscription,Monthly,12.99,Active,2025-03-07,1
CUST_00029,3,0,3,Evansville,1,3,CODE_CASE,2,Credit Card,2024-09-10 00:03:00.000,2025-01-03 20:40:50.579,51.58,401.6,2,5953.0,5602.98,1867.66,5551.4,133.87,66.67,147,262,87,9,0,PLAN_A,2025-03-29,2024-01-20 01:25:24.201,PayPal,Standard Subscription,Monthly,12.99,Active,2025-04-29,1
CUST_00030,2,0,2,North Helenville,1,2,CODE_HIM,1,PayPal,2024-01-17 15:53:42.752,2024-12-31 21:22:40.418,34.04,58.14,1,1270.3,1246.2,623.1,1212.16,29.07,50.0,150,499,250,17,0,PLAN_A,2025-05-05,2024-02-27 21:43:33.583,Credit Card,Standard Subscription,Monthly,12.99,Active,2025-06-05,0
CUST_00031,5,0,5,Brucehaven,1,4,CODE_DIFFERENT,3,Credit Card,2024-11-26 00:02:00.000,2025-05-15 12:02:09.365,110.77,2396.07,3,16314.21,14028.91,2805.78,13918.14,479.21,60.0,15,185,37,6,1,PLAN_A,2024-04-07,2024-10-29 00:11:00.954,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-05-07,1
CUST_00032,3,1,2,Brucehaven,1,3,CODE_AVOID,2,Credit Card,2025-01-15 16:33:32.653,2025-04-27 02:09:36.329,40.53,742.15,3,6665.33,5963.71,1987.9,5923.18,247.38,100.0,33,135,45,4,1,PLAN_B,2025-05-29,2024-04-25 17:33:31.383,Credit Card,Premium Subscription,Annual,119.99,Active,2026-05-29,0
CUST_00033,5,1,4,North Williamville,1,4,CODE_ACTUALLY,2,Debit Card,2025-05-08 00:01:00.000,2025-05-11 19:48:11.880,60.88,1284.26,3,15551.43,14328.05,2865.61,14267.17,256.85,60.0,19,22,4,1,5,PLAN_A,2024-07-19,2024-03-13 10:09:49.373,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-08-19,1
CUST_00034,2,1,1,Brucehaven,1,2,CODE_ACTUALLY,2,Debit Card,2024-08-13 03:13:13.329,2025-02-08 21:27:38.779,29.49,646.8,1,8848.08,8230.77,4115.38,8201.28,323.4,50.0,111,290,145,10,0,PLAN_A,2024-12-22,2024-11-24 17:47:57.482,Credit Card,Standard Subscription,Monthly,12.99,Active,2025-01-22,1
CUST_00035,2,0,2,Brittanymouth,1,2,CODE_SAVE,1,PayPal,2024-07-08 00:41:27.071,2024-12-27 08:06:07.953,30.84,154.16,1,2698.56,2575.24,1287.62,2544.4,77.08,50.0,154,326,163,11,0,PLAN_B,2024-11-22,2025-02-24 16:29:46.173,PayPal,Premium Subscription,Annual,119.99,Active,2025-11-22,0
CUST_00037,4,0,4,West Eric,1,3,CODE_CASE,2,PayPal,2024-07-05 00:07:00.000,2025-04-30 04:49:06.561,78.07,767.56,3,8890.66,8201.17,2050.29,8123.1,191.89,75.0,30,329,82,11,0,PLAN_A,2025-01-26,2025-01-16 01:16:04.461,PayPal,Standard Subscription,Monthly,12.99,Active,2025-02-26,1
CUST_00038,5,1,4,Onealland,1,4,CODE_DECADE,3,PayPal,2024-05-29 00:04:00.000,2024-10-29 05:13:31.044,41.95,1283.47,3,21655.51,20413.99,4082.8,20372.04,256.69,60.0,213,366,73,12,0,PLAN_A,2024-12-06,2024-10-06 04:33:40.037,PayPal,Standard Subscription,Monthly,12.99,Active,2025-01-06,1
CUST_00039,4,0,4,Katelynport,1,4,CODE_ITS,3,Debit Card,2025-02-07 00:05:00.000,2025-02-07 00:09:00.000,59.95,215.17,2,7690.85,7535.629999999999,1883.91,7475.679999999999,53.79,50.0,112,112,28,4,1,PLAN_B,2024-08-18,2025-01-31 12:29:41.658,PayPal,Premium Subscription,Annual,119.99,Active,2025-08-18,0
CUST_00040,3,2,1,Port Michelle,1,2,CODE_DIFFERENT,3,Credit Card,2024-04-06 00:01:00.000,2024-10-16 20:55:07.719,34.45,459.08,3,3190.44,2765.81,921.94,2731.36,153.03,100.0,226,419,140,14,0,PLAN_B,2024-07-21,2024-02-04 22:26:32.887,Credit Card,Premium Subscription,Annual,119.99,Active,2025-07-21,0
CUST_00041,6,0,6,South Katelynmouth,1,5,CODE_CASE,3,PayPal,2024-11-01 00:03:00.000,2025-03-27 15:04:07.764,91.39,1887.3,5,12096.64,10300.73,1716.79,10209.340000000002,314.55,83.33,64,210,35,7,1,PLAN_B,2025-02-15,2025-01-28 09:18:42.870,PayPal,Premium Subscription,Annual,119.99,Active,2026-02-15,0
CUST_00042,6,2,4,West Donald,1,5,CODE_ENVIRONMENT,3,PayPal,2024-07-25 00:01:00.000,2024-12-15 12:06:50.061,84.12,1594.33,6,16269.17,14758.96,2459.83,14674.839999999998,265.72,100.0,166,309,52,10,1,PLAN_A,2024-12-24,2024-07-15 15:50:14.344,PayPal,Standard Subscription,Monthly,12.99,Active,2025-01-24,1
CUST_00043,6,0,6,North Marychester,1,5,CODE_ENVIRONMENT,3,Credit Card,2025-05-09 00:02:00.000,2025-05-09 00:09:00.000,77.15,2309.39,2,29091.120000000003,26858.88,4476.48,26781.73,384.9,33.33,21,21,4,1,6,PLAN_B,2024-01-16,2024-12-16 23:27:02.225,PayPal,Premium Subscription,Annual,119.99,Active,2025-01-16,1
CUST_00044,8,0,8,Robertmouth,1,7,CODE_DECADE,3,Credit Card,2025-02-14 00:01:00.000,2025-03-10 08:43:14.624,132.04,2734.63,7,19694.32,17091.73,2136.47,16959.69,341.83,87.5,81,105,13,4,2,PLAN_B,2024-05-03,2024-09-29 11:34:45.929,Credit Card,Premium Subscription,Annual,119.99,Active,2025-05-03,1
CUST_00045,8,0,8,Floresfort,1,6,CODE_ENVIRONMENT,3,Credit Card,2024-12-27 00:02:00.000,2025-04-22 21:54:06.394,126.49,1002.74,5,10275.51,9399.26,1174.91,9272.77,125.34,62.5,38,154,19,5,2,PLAN_A,2024-05-10,2024-05-02 07:18:31.611,PayPal,Standard Subscription,Monthly,12.99,Active,2024-06-10,1
CUST_00046,4,2,2,Johnsonstad,1,4,CODE_HIM,2,Credit Card,2024-08-31 00:02:00.000,2025-05-15 04:52:43.208,45.53,495.96,2,11454.57,11004.14,2751.04,10958.61,123.99,50.0,15,272,68,9,0,PLAN_A,2024-10-31,2024-02-07 21:53:21.405,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-11-30,1
CUST_00047,7,5,2,Melissaland,1,5,CODE_ENVIRONMENT,3,PayPal,2024-09-01 00:01:00.000,2025-04-04 17:44:50.964,85.52,1391.3200000000002,4,18363.04,17057.239999999998,2436.75,16971.719999999998,198.76,57.14,56,271,39,9,1,PLAN_B,2025-02-09,2024-12-08 01:31:29.005,PayPal,Premium Subscription,Annual,119.99,Active,2026-02-09,0
CUST_00048,4,2,2,West Jennifer,1,3,CODE_ENVIRONMENT,2,Credit Card,2024-09-14 00:05:00.000,2025-04-30 12:28:02.125,67.51,354.04,2,7701.23,7414.7,1853.68,7347.19,88.51,50.0,30,258,64,9,0,PLAN_B,2024-11-08,2025-02-19 02:35:00.445,Credit Card,Premium Subscription,Annual,119.99,Active,2025-11-08,0
CUST_00049,4,0,4,Hallville,1,4,CODE_COLD,3,Credit Card,2024-11-27 00:01:00.000,2024-11-27 00:09:00.000,62.2,846.1999999999999,3,8276.26,7492.26,1873.06,7430.06,211.55,75.0,184,184,46,6,1,PLAN_A,2025-04-09,2025-03-02 20:00:23.248,Credit Card,Standard Subscription,Monthly,12.99,Active,2025-05-09,1
CUST_00050,2,0,2,Brucehaven,1,2,,2,Credit Card,2025-02-27 05:04:16.772,2025-03-21 23:06:46.574,15.31,0.0,0,3158.83,3174.1400000000003,1587.07,3158.8300000000004,0.0,0.0,70,92,46,3,1,PLAN_A,2025-02-15,2025-03-08 08:27:30.395,PayPal,Standard Subscription,Monthly,12.99,Active,2025-03-15,1
CUST_00051,6,0,6,West Markborough,1,5,CODE_BALL,2,Debit Card,2024-08-27 00:05:00.000,2025-01-10 05:21:01.877,100.03,857.1999999999999,4,18526.52,17769.35,2961.56,17669.32,142.87,66.67,140,276,46,9,1,PLAN_A,2025-03-12,2024-02-08 16:37:46.187,Credit Card,Standard Subscription,Monthly,12.99,Active,2025-04-12,1
CUST_00052,6,1,5,East Robertside,1,6,CODE_DECADE,3,Debit Card,2024-07-11 00:01:00.000,2025-01-07 14:42:04.931,116.47,1221.09,4,9537.19,8432.57,1405.43,8316.1,203.52,66.67,143,323,54,11,1,PLAN_A,2025-01-03,2024-12-17 22:17:27.573,Credit Card,Standard Subscription,Monthly,12.99,Active,2025-02-03,1
CUST_00053,6,6,0,Katelynport,1,5,CODE_OUTSIDE,3,Credit Card,2025-03-15 00:03:00.000,2025-03-15 00:07:00.000,82.25,711.75,5,12415.59,11786.09,1964.35,11703.84,118.62,83.33,76,76,13,3,2,PLAN_B,2024-09-16,2024-08-09 10:07:27.511,Credit Card,Premium Subscription,Annual,119.99,Active,2025-09-16,0
CUST_00054,4,0,4,Brittanymouth,1,3,CODE_ACTUALLY,3,Credit Card,2025-03-05 00:05:00.000,2025-03-31 18:45:59.422,48.33,828.1,4,6418.58,5638.81,1409.7,5590.4800000000005,207.02,100.0,60,86,22,3,1,PLAN_A,2024-07-19,2024-12-07 12:34:13.776,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-08-19,1
CUST_00055,6,1,5,Evansville,1,5,CODE_ENVIRONMENT,3,Credit Card,2024-09-18 00:01:00.000,2025-05-27 03:53:26.935,111.06,356.9,3,5660.16,5414.32,902.39,5303.259999999999,59.48,50.0,3,254,42,8,1,PLAN_B,2024-05-21,2025-04-23 18:06:03.136,Credit Card,Premium Subscription,Annual,119.99,Active,2025-05-21,1
CUST_00056,5,2,3,Johnsonstad,1,4,CODE_DIFFERENT,3,Debit Card,2024-07-21 20:30:12.843,2025-05-02 07:26:20.838,82.68,680.7299999999999,4,14143.79,13545.74,2709.15,13463.06,136.15,80.0,28,313,63,10,0,PLAN_B,2024-11-10,2024-04-21 10:49:50.722,Credit Card,Premium Subscription,Annual,119.99,Active,2025-11-10,0
CUST_00057,8,3,5,West Jennifer,1,7,CODE_THOSE,3,PayPal,2024-02-29 13:50:26.597,2025-05-11 01:28:42.022,128.53,1660.4299999999998,6,15455.44,13923.54,1740.44,13795.01,207.55,75.0,19,456,57,15,1,PLAN_A,2024-01-21,2024-05-12 07:40:25.174,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-02-21,1
CUST_00058,7,3,4,Port Jenniferport,1,5,CODE_DIFFERENT,3,Debit Card,2025-03-12 00:06:00.000,2025-05-22 03:47:47.863,129.34,1082.46,5,11222.43,10269.31,1467.04,10139.97,154.64,71.43,8,79,11,3,2,PLAN_A,2024-04-11,2024-09-20 00:38:56.648,PayPal,Standard Subscription,Monthly,12.99,Active,2024-05-11,1
CUST_00059,5,1,4,North Karen,1,5,CODE_NEWSPAPER,2,Debit Card,2024-08-29 00:09:00.000,2025-03-16 14:41:07.498,84.43,769.99,5,4822.150000000001,4136.59,827.32,4052.16,154.0,100.0,75,274,55,9,1,PLAN_A,2024-02-16,2024-02-27 00:24:37.055,PayPal,Standard Subscription,Monthly,12.99,Active,2024-03-16,1
CUST_00060,1,0,1,Davieston,0,1,,1,PayPal,2025-02-06 18:35:07.108,2025-02-06 18:35:07.108,8.59,0.0,0,594.23,602.82,602.82,594.23,0.0,0.0,113,113,0,4,0,PLAN_A,2025-05-06,2025-04-13 16:56:39.968,PayPal,Standard Subscription,Monthly,12.99,Active,2025-06-06,0
CUST_00061,6,1,5,Lake Alexanderchester,1,5,CODE_AVOID,3,PayPal,2024-10-04 00:03:00.000,2025-05-20 13:09:06.140,109.3,595.59,5,9645.56,9159.27,1526.54,9049.97,99.26,83.33,10,238,40,8,1,PLAN_B,2024-05-03,2024-07-04 03:31:16.719,Credit Card,Premium Subscription,Annual,119.99,Active,2025-05-03,1
CUST_00062,3,0,3,Hallville,1,3,CODE_NEWSPAPER,2,Credit Card,2025-04-22 00:02:00.000,2025-04-22 00:04:00.000,58.73,491.94,1,13845.45,13412.24,4470.75,13353.51,163.98,33.33,38,38,13,1,3,PLAN_A,2025-05-21,2024-04-07 21:33:52.114,PayPal,Standard Subscription,Monthly,12.99,Active,2025-06-21,0
CUST_00063,7,3,4,Brittanymouth,1,7,CODE_CASE,3,Debit Card,2025-04-03 00:05:00.000,2025-05-03 21:29:12.333,104.43,2779.34,5,29282.72,26607.81,3801.12,26503.38,397.05,71.43,27,57,8,2,4,PLAN_A,2024-10-01,2024-09-14 18:17:55.709,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-11-01,1
CUST_00064,6,6,0,North Williamville,1,5,CODE_CASE,2,Credit Card,2024-12-29 00:01:00.000,2024-12-29 00:09:00.000,71.49,2211.78,5,22923.49,20783.2,3463.87,20711.71,368.63,83.33,152,152,25,5,1,PLAN_B,2024-04-21,2024-03-20 06:47:05.287,PayPal,Premium Subscription,Annual,119.99,Active,2025-04-21,1
CUST_00065,5,0,5,North Karen,1,4,CODE_DECADE,3,Credit Card,2024-10-01 00:04:00.000,2025-05-30 17:59:06.130,71.56,1154.59,4,11125.3,10042.27,2008.45,9970.71,230.92,80.0,0,241,48,8,1,PLAN_B,2024-04-29,2024-02-14 12:23:40.879,PayPal,Premium Subscription,Annual,119.99,Active,2025-04-29,1
CUST_00066,6,1,5,Lake Diana,1,5,CODE_COLD,3,Credit Card,2024-03-30 00:05:00.000,2024-09-20 16:57:23.540,77.78,1387.86,4,13302.65,11992.57,1998.76,11914.79,231.31,66.67,252,426,71,14,0,PLAN_B,2024-05-03,2024-12-10 12:18:22.384,Credit Card,Premium Subscription,Annual,119.99,Active,2025-05-03,1
CUST_00067,2,0,2,Floresfort,1,2,CODE_DECADE,2,Credit Card,2025-01-03 00:01:00.000,2025-01-03 00:04:00.000,38.11,530.74,2,3588.73,3096.1000000000004,1548.05,3057.99,265.37,100.0,147,147,74,5,0,PLAN_A,2024-10-01,2025-05-18 21:36:16.013,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-11-01,1
CUST_00068,9,9,0,Davieston,1,8,CODE_MODEL,3,PayPal,2025-05-24 00:01:00.000,2025-05-24 00:09:00.000,115.27,3159.32,6,23776.65,20732.6,2303.62,20617.33,351.04,66.67,6,6,1,0,9,PLAN_B,2024-12-24,2024-11-21 00:42:07.256,PayPal,Premium Subscription,Annual,119.99,Active,2025-12-24,0
CUST_00069,5,3,2,Martinezshire,1,5,CODE_ENVIRONMENT,2,Credit Card,2024-07-27 00:04:00.000,2025-03-10 12:52:58.819,89.77,209.17,3,2368.46,2249.06,449.81,2159.29,41.83,60.0,81,307,61,10,0,PLAN_A,2024-08-21,2024-11-07 12:42:57.036,PayPal,Standard Subscription,Monthly,12.99,Active,2024-09-21,1
CUST_00070,7,7,0,Alecchester,1,6,CODE_DIFFERENT,3,Debit Card,2025-04-12 00:01:00.000,2025-04-12 00:07:00.000,124.09,3231.7000000000003,6,26748.51,23640.9,3377.27,23516.81,461.67,85.71,48,48,7,2,4,PLAN_B,2025-04-05,2025-01-21 16:48:57.521,Credit Card,Premium Subscription,Annual,119.99,Active,2026-04-05,0
CUST_00071,2,1,1,Evansville,1,2,CODE_MODEL,2,Debit Card,2024-07-21 23:53:49.383,2025-05-07 15:37:18.600,22.81,111.11,2,1302.95,1214.65,607.33,1191.84,55.56,100.0,23,312,156,10,0,PLAN_A,2025-01-13,2024-06-25 12:55:56.572,Credit Card,Standard Subscription,Monthly,12.99,Active,2025-02-13,1
CUST_00072,7,0,7,Port Traceytown,1,6,CODE_AVOID,3,Credit Card,2024-09-23 00:02:00.000,2025-05-01 07:14:52.386,112.04,2332.32,6,25071.79,22851.51,3264.5,22739.47,333.19,85.71,29,249,36,8,1,PLAN_B,2024-03-21,2025-04-22 23:06:50.101,Credit Card,Premium Subscription,Annual,119.99,Active,2025-03-21,1
CUST_00073,4,1,3,Port Joseport,1,4,CODE_OUTSIDE,3,Credit Card,2024-03-07 17:19:09.694,2025-05-16 02:05:39.961,81.33,1039.81,2,12114.79,11156.31,2789.08,11074.98,259.95,50.0,14,449,112,15,0,PLAN_A,2024-10-14,2025-01-19 16:41:56.651,PayPal,Standard Subscription,Monthly,12.99,Active,2024-11-14,1
