customer_id,Transaction_count,number_of_purchase_in_weekend,number_of_purchase_in_weekday,most_common_city,diff_city,count_of_city,most_used_discount_code,Unique_Payment_Methods,Most_used_payment_method,First_order_date,Last_order_date,total_shipping_cost,total_discount,count_of_discounted_transactions,Gross_revenue,Net_revenue,AOV_per_customer,Net_revenue_excluding_shipping,Avg_Discount_per_Transaction,discounted_transaction_pct,recency_days,Customer_Lifespan_in_days,Avg_days_between_transaction,Customer_lifespan_in_months,Avg_transactions_per_month,plan_id,plan_start_date,plan_payment_timestamp,plan_payment_method,plan_name,plan_term,plan_price,status,total_sessions,total_visits,total_page_views,avg_page_views_per_session,total_time_spent,avg_session_duration,device_count,device_type_count,most_frequent_device,entry_page_diversity,most_entry_page,exit_page_diversity,most_exit_page,geo_location_count,geo_location_home,channel_diversity,channel_pref,ad_campaign_exposure,most_recent_ad_campaign,first_visit_date,last_visit_date,days_since_last_session,customer_tenure_days,avg_time_between_sessions_mins,bounce_rate,session_recency,session_frequency,visits_on_first_day,visits_F1_FN,visits_F1_AN,freq_FN,freq_AN,freq_FN_per_day,freq_AN_per_day,avg_session_duration_in_hrs
CUST_00014,6,1,5,Belindaport,1,6,CODE_AVOID,3,Credit Card,2024-11-27 00:02:00.000000,2025-02-12 00:22:48.174441,83.51,663.75,5,6884.9,6304.66,1050.78,6221.15,110.62,83.33,107,184,31,6,1,PLAN_A,2024-05-11,2024-06-13 15:37:17.681415,PayPal,Standard Subscription,Monthly,119.99,Active,21,91,449,4.934065934065934,105720.0,1161.7582417582419,1,1,Mobile,3,/landing_page,3,/checkout_complete,19,Katelynport,4,Organic,1,,2024-01-09 08:37:01.840462,2025-05-08 19:42:33.058933,104,485,7767.394670083333,0,104,21,9,26,17,26,17,0.053608247312147944,0.03505154631948135,83.9
CUST_00015,7,2,5,Lake Emilyland,1,6,CODE_BALL,2,PayPal,2024-05-21 00:07:00.000000,2024-11-15 06:38:41.826221,103.78,40.779999999999994,2,8833.93,8896.93,1270.99,8793.15,5.83,28.57,196,374,53,12,1,PLAN_B,2024-05-27,2025-05-04 15:02:10.014733,Credit Card,Premium Subscription,Annual,12.99,Active,23,109,546,5.009174311926605,100920.0,925.8715596330276,1,1,Desktop,3,/product_list,3,/product_page,20,North Karen,4,Organic,1,,2024-01-12 22:32:04.193531,2025-04-26 08:28:16.661685,117,469,6258.853775933333,0,117,23,0,31,31,31,31,0.06609808088252009,0.06609808088252009,73.13
CUST_00016,9,1,8,Onealland,1,7,CODE_CASE,3,Credit Card,2024-03-03 03:04:49.845849,2025-03-14 03:42:09.459319,111.69,1838.2300000000002,7,17337.25,15610.710000000001,1734.52,15499.02,204.25,77.78,77,453,50,15,1,PLAN_B,2024-02-01,2024-10-15 17:50:53.505810,PayPal,Premium Subscription,Annual,12.99,Active,24,115,530,4.608695652173913,113580.0,987.6521739130435,1,1,Tablet,3,/homepage,3,/checkout_complete,20,West Rachel,4,Organic,2,,2024-01-02 19:29:15.658568,2025-05-10 23:58:06.639169,102,494,6242.358330483333,0,102,24,0,29,9,29,9,0.058704453322460624,0.018218623444901574,78.88
CUST_00017,2,0,2,Liubury,1,2,CODE_SAVE,2,Credit Card,2024-05-13 10:47:05.513476,2024-12-24 08:17:06.704002,19.03,368.19,2,4357.51,4008.35,2004.18,3989.3199999999997,184.1,100.0,157,382,191,13,0,PLAN_B,2025-03-19,2024-01-15 23:02:41.652870,PayPal,Premium Subscription,Annual,12.99,Active,14,68,328,4.823529411764706,60360.0,887.6470588235294,1,1,Desktop,3,/homepage,3,/product_page,12,Liubury,4,Organic,3,,2024-01-08 02:35:34.031918,2024-12-24 08:19:44.082026,240,351,7549.0174254,0,240,14,0,18,17,18,17,0.051282051135948574,0.04843304829506254,71.86
CUST_00018,6,2,4,West Clintonberg,1,5,CODE_ACTUALLY,3,Debit Card,2024-07-29 03:26:51.344826,2025-03-08 12:37:08.765034,92.53999999999999,641.3399999999999,5,10371.73,9822.93,1637.16,9730.39,106.89,83.33,83,305,51,10,1,PLAN_B,2025-05-08,2024-01-13 03:13:32.421134,PayPal,Premium Subscription,Annual,12.99,Active,16,80,404,5.05,85260.0,1065.75,1,1,Desktop,3,/landing_page,3,/homepage,15,North Helenville,4,Organic,1,,2024-02-14 16:54:45.320476,2025-03-16 17:08:45.533767,157,396,7218.405108283333,0,157,16,0,36,10,36,10,0.0909090906795225,0.025252525188756248,88.81
CUST_00019,6,0,6,East Jeffrey,1,6,CODE_DIFFERENT,3,Credit Card,2024-11-14 00:01:00.000000,2025-05-28 15:47:57.376328,94.97,959.1,4,14558.24,13694.11,2282.35,13599.140000000001,159.85,66.67,2,197,33,7,1,PLAN_A,2024-08-18,2024-05-09 10:54:17.479398,Credit Card,Standard Subscription,Monthly,119.99,Active,18,100,478,4.78,93360.0,933.6,1,1,Desktop,3,/product_list,3,/checkout_complete,13,East Matthewton,4,SEM,1,SEM - Always On,2024-01-07 17:32:03.870306,2025-05-28 15:50:16.562399,84,506,7373.517288216666,0,84,18,0,17,49,17,49,0.033596837878267116,0.09683794447265229,86.44
CUST_00020,5,1,4,Alecchester,1,5,CODE_AVOID,3,Credit Card,2024-07-24 00:04:00.000000,2025-04-21 04:44:24.397770,78.45,657.85,4,7388.47,6809.069999999999,1361.81,6730.619999999999,131.57,80.0,39,310,62,10,0,PLAN_A,2025-03-15,2024-07-31 05:03:08.159421,Credit Card,Standard Subscription,Monthly,119.99,Active,22,112,575,5.133928571428571,119760.0,1069.2857142857142,1,1,Desktop,3,/product_list,3,/product_page,17,North Marychester,4,SEM,2,SEM - Always On,2024-01-02 14:12:45.859282,2025-05-22 06:39:44.342207,91,505,6560.24301545,0,91,22,0,42,16,42,16,0.08316831666699344,0.03168316825409274,90.73
CUST_00021,6,0,6,East Robertside,1,6,CODE_THOSE,3,Debit Card,2025-05-15 00:05:00.000000,2025-05-15 00:09:00.000000,76.98,672.71,3,13078.369999999999,12482.64,2080.44,12405.66,112.12,50.0,15,15,2,0,6,PLAN_B,2024-08-21,2024-08-01 19:12:41.165334,PayPal,Premium Subscription,Annual,12.99,Active,17,93,452,4.860215053763441,92460.0,994.1935483870968,1,1,Desktop,3,/landing_page,3,/checkout_complete,16,West Jennifer,4,Organic,1,,2024-01-15 06:53:04.944181,2025-04-24 17:41:42.996112,118,465,7285.311241283333,0,118,17,11,35,32,35,32,0.07526881704243266,0.06881720415308128,90.65
CUST_00022,4,2,2,Brittanymouth,1,4,CODE_SHOULDER,3,Credit Card,2024-10-08 00:06:00.000000,2025-04-05 02:13:53.549006,49.42,422.48,1,16574.6,16201.539999999999,4050.38,16152.119999999999,105.62,25.0,55,234,58,8,0,PLAN_B,2024-04-02,2024-12-12 10:20:36.133706,PayPal,Premium Subscription,Annual,12.99,Active,20,81,422,5.209876543209877,70560.0,871.1111111111111,1,1,Mobile,3,/landing_page,3,/homepage,16,Lake Diana,4,SEM,2,,2024-01-21 09:41:34.337760,2025-04-17 21:47:37.659532,125,452,8145.075692033333,0,125,20,3,5,16,5,16,0.011061946878181534,0.03539823001018091,58.8
CUST_00023,4,1,3,Belindaport,1,4,CODE_DECADE,2,Credit Card,2024-06-24 00:04:00.000000,2024-08-03 17:39:21.137352,58.6,765.03,3,6553.860000000001,5847.43,1461.86,5788.83,191.26,75.0,300,340,85,11,0,PLAN_B,2024-11-09,2025-03-04 09:27:19.234231,Credit Card,Premium Subscription,Annual,12.99,Active,18,80,417,5.2125,86280.0,1078.5,1,1,Desktop,3,/homepage,3,/checkout_complete,15,Mariostad,4,Organic,2,,2024-02-15 06:06:12.073862,2025-05-01 07:17:39.158307,112,441,8039.38546085,0,112,18,7,16,22,16,22,0.03628117905605175,0.04988662120207116,79.89
CUST_00024,4,0,4,Mariostad,1,4,CODE_HIM,3,Credit Card,2024-12-04 00:04:00.000000,2025-04-09 07:53:49.214663,64.64,440.14,2,5333.38,4957.88,1239.47,4893.24,110.04,50.0,51,177,44,6,1,PLAN_B,2024-04-27,2025-04-28 02:17:55.693812,PayPal,Premium Subscription,Annual,12.99,Active,14,65,311,4.7846153846153845,75300.0,1158.4615384615386,1,1,Desktop,3,/landing_page,3,/product_page,12,Port Traceytown,3,Organic,1,,2024-03-02 19:38:26.095367,2025-05-10 00:10:32.608758,103,433,9746.751696183333,0,103,14,0,14,11,14,11,0.032332563435721565,0.0254041569852098,89.64
CUST_00025,6,1,5,Johnsonstad,1,6,CODE_CASE,3,Credit Card,2024-09-03 00:01:00.000000,2025-05-08 01:19:09.507890,79.17999999999999,2470.65,5,22476.32,20084.85,3347.48,20005.67,411.78,83.33,22,269,45,9,1,PLAN_B,2025-03-31,2025-02-22 14:35:50.675643,Credit Card,Premium Subscription,Annual,12.99,Active,18,84,411,4.892857142857143,91560.0,1090.0,1,1,Mobile,3,/homepage,3,/homepage,15,Johnsonstad,4,Organic,2,,2024-01-21 09:30:41.544118,2025-05-08 01:43:56.536315,105,472,8200.641564683332,0,105,18,0,28,29,28,29,0.05932203377262281,0.06144067783593077,84.78
CUST_00026,6,1,5,Melissaland,1,4,CODE_COLD,3,Credit Card,2024-04-04 00:04:00.000000,2025-04-22 04:37:42.568105,81.88,562.79,5,7060.37,6579.46,1096.58,6497.58,93.8,83.33,38,421,70,14,0,PLAN_B,2024-10-10,2025-05-11 23:18:27.841157,PayPal,Premium Subscription,Annual,12.99,Active,15,76,441,5.802631578947368,86100.0,1132.8947368421052,1,1,Desktop,3,/homepage,3,/homepage,14,Kimberlyshire,4,Organic,2,SEM - Always On,2024-03-06 03:49:34.983490,2025-04-22 04:40:18.809191,121,412,7911.076405700001,0,121,15,4,10,19,10,19,0.02427184460128193,0.04611650474243567,95.67
CUST_00027,2,2,0,East Matthewton,1,2,CODE_FLOOR,2,Credit Card,2024-06-22 04:13:38.806162,2024-09-29 13:52:45.135708,35.32,580.97,1,5950.379999999999,5404.73,2702.36,5369.41,290.48,50.0,243,342,171,11,0,PLAN_A,2024-05-22,2024-12-09 23:14:11.269938,PayPal,Standard Subscription,Monthly,119.99,Active,19,100,491,4.91,104940.0,1049.4,1,1,Mobile,3,/landing_page,3,/checkout_complete,17,Liubury,4,Organic,3,Meta - Spring 2025,2024-01-15 02:46:43.163275,2025-05-12 07:57:05.115337,101,483,7028.589554216667,0,101,19,4,27,22,27,22,0.05590062100227615,0.04554865415000279,92.05
CUST_00028,3,0,3,East Jeffrey,1,3,CODE_OUTSIDE,2,Debit Card,2024-10-18 00:09:00.000000,2025-03-12 17:28:11.228664,42.72,160.32,2,2288.7200000000003,2171.12,723.71,2128.4,53.44,66.67,79,224,75,7,0,PLAN_A,2025-02-07,2025-04-19 13:07:27.939862,PayPal,Standard Subscription,Monthly,119.99,Active,24,116,596,5.137931034482759,110760.0,954.8275862068965,1,1,Mobile,3,/landing_page,3,/homepage,19,North Michael,4,Organic,2,SEM - Always On,2024-01-05 02:39:16.676713,2025-05-27 19:52:02.090575,85,508,6370.023973016667,0,85,24,2,15,51,15,51,0.029527558996992994,0.10039370058977617,76.92
CUST_00029,3,0,3,Evansville,1,3,CODE_CASE,2,Credit Card,2024-09-10 00:03:00.000000,2025-01-03 20:40:50.579108,51.58,401.6,2,5953.0,5602.98,1867.66,5551.4,133.87,66.67,147,262,87,9,0,PLAN_A,2025-03-29,2024-01-20 01:25:24.201346,PayPal,Standard Subscription,Monthly,119.99,Active,15,64,368,5.75,71220.0,1112.8125,1,1,Desktop,3,/landing_page,3,/checkout_complete,14,Liubury,4,Organic,1,,2024-01-24 20:33:15.458443,2025-04-25 01:54:12.190629,118,456,10427.95151645,0,118,15,6,17,2,17,2,0.03728070167263004,0.004385964902662358,79.13
CUST_00030,2,0,2,North Helenville,1,2,CODE_HIM,1,PayPal,2024-01-17 15:53:42.752031,2024-12-31 21:22:40.418451,34.04,58.14,1,1270.3,1246.2,623.1,1212.16,29.07,50.0,150,499,250,17,0,PLAN_A,2025-05-05,2024-02-27 21:43:33.583419,Credit Card,Standard Subscription,Monthly,119.99,Active,18,96,487,5.072916666666667,103020.0,1073.125,1,1,Desktop,3,/homepage,3,/homepage,15,Evansville,4,Organic,2,SEM - Always On,2024-01-17 15:53:42.752031,2025-04-05 17:27:37.707471,137,444,6731.093851816667,0,137,18,8,21,45,21,45,0.04729729719077185,0.10135135112308254,95.39
CUST_00031,5,0,5,Brucehaven,1,4,CODE_DIFFERENT,3,Credit Card,2024-11-26 00:02:00.000000,2025-05-15 12:02:09.364635,110.77000000000001,2396.07,3,16314.21,14028.91,2805.78,13918.14,479.21,60.0,15,185,37,6,1,PLAN_A,2024-04-07,2024-10-29 00:11:00.954358,Credit Card,Standard Subscription,Monthly,119.99,Active,21,110,591,5.372727272727273,113760.0,1034.1818181818182,1,1,Mobile,3,/landing_page,3,/checkout_complete,18,West Eric,4,Organic,2,,2024-01-01 05:35:22.266620,2025-05-25 15:45:57.490137,87,510,6743.216395016667,0,87,21,11,25,45,25,45,0.049019607747020376,0.08823529394463668,90.29
CUST_00032,3,1,2,Brucehaven,1,3,CODE_AVOID,2,Credit Card,2025-01-15 16:33:32.652888,2025-04-27 02:09:36.328597,40.53,742.15,3,6665.33,5963.71,1987.9,5923.18,247.38,100.0,33,135,45,4,1,PLAN_B,2025-05-29,2024-04-25 17:33:31.383127,Credit Card,Premium Subscription,Annual,12.99,Active,17,104,490,4.711538461538462,113400.0,1090.3846153846155,1,1,Desktop,3,/landing_page,3,/homepage,16,East Robertside,4,Organic,1,,2024-01-31 02:20:59.267431,2025-04-27 02:14:40.736625,116,451,6319.162050016666,0,116,17,0,11,11,11,11,0.02439024384835866,0.02439024384835866,111.18
CUST_00033,5,1,4,North Williamville,1,4,CODE_ACTUALLY,2,Debit Card,2025-05-08 00:01:00.000000,2025-05-11 19:48:11.879643,60.879999999999995,1284.26,3,15551.43,14328.05,2865.61,14267.17,256.85,60.0,19,22,4,1,5,PLAN_A,2024-07-19,2024-03-13 10:09:49.373317,Credit Card,Standard Subscription,Monthly,119.99,Active,22,103,515,5.0,93900.0,911.6504854368932,1,1,Mobile,3,/landing_page,3,/checkout_complete,19,Port Traceytown,4,SEM,2,,2024-01-11 20:41:51.935341,2025-05-22 03:12:47.651255,91,496,7006.185574483333,0,91,22,0,18,21,18,21,0.03629032250747919,0.04233870959205906,71.14
CUST_00034,2,1,1,Brucehaven,1,2,CODE_ACTUALLY,2,Debit Card,2024-08-13 03:13:13.329391,2025-02-08 21:27:38.779093,29.49,646.8,1,8848.08,8230.77,4115.38,8201.28,323.4,50.0,111,290,145,10,0,PLAN_A,2024-12-22,2024-11-24 17:47:57.482023,Credit Card,Standard Subscription,Monthly,119.99,Active,18,86,473,5.5,89280.0,1038.139534883721,1,1,Desktop,3,/landing_page,3,/homepage,17,Floresfort,4,SEM,1,,2024-02-24 16:08:16.406687,2025-05-11 14:25:51.991462,101,441,7486.7952127,0,101,18,5,15,16,15,16,0.034013605365048515,0.03628117905605175,82.67
CUST_00035,2,0,2,Brittanymouth,1,2,CODE_SAVE,1,PayPal,2024-07-08 00:41:27.071313,2024-12-27 08:06:07.952645,30.84,154.16,1,2698.56,2575.2400000000002,1287.62,2544.4,77.08,50.0,154,326,163,11,0,PLAN_B,2024-11-22,2025-02-24 16:29:46.173082,PayPal,Premium Subscription,Annual,12.99,Active,9,42,201,4.785714285714286,44160.0,1051.4285714285713,1,1,Desktop,3,/landing_page,3,/checkout_complete,7,Evansville,4,SEM,2,SEM - Always On,2024-01-08 18:18:29.322971,2025-05-18 18:14:38.801616,94,495,17420.394097,0,94,9,0,5,11,5,11,0.01010101008060402,0.022222222177328846,81.78
CUST_00037,4,0,4,West Eric,1,3,CODE_CASE,2,PayPal,2024-07-05 00:07:00.000000,2025-04-30 04:49:06.561451,78.07,767.56,3,8890.66,8201.17,2050.29,8123.1,191.89,75.0,30,329,82,11,0,PLAN_A,2025-01-26,2025-01-16 01:16:04.460543,PayPal,Standard Subscription,Monthly,119.99,Active,21,113,524,4.6371681415929205,95100.0,841.5929203539823,1,1,Desktop,3,/landing_page,3,/homepage,18,Hallville,4,SEM,2,,2024-02-13 16:03:25.892182,2025-05-23 01:34:52.359569,90,464,5970.816438583333,0,90,21,9,19,39,19,39,0.04094827577381837,0.08405172395678508,75.48
CUST_00038,5,1,4,Onealland,1,4,CODE_DECADE,3,PayPal,2024-05-29 00:04:00.000000,2024-10-29 05:13:31.043769,41.95,1283.47,3,21655.51,20413.989999999998,4082.8,20372.039999999997,256.69,60.0,213,366,73,12,0,PLAN_A,2024-12-06,2024-10-06 04:33:40.036637,PayPal,Standard Subscription,Monthly,119.99,Active,20,113,566,5.008849557522124,109620.0,970.0884955752213,1,1,Mobile,3,/homepage,3,/checkout_complete,13,West Jennifer,4,Organic,3,SEM - Always On,2024-01-19 12:31:05.567612,2025-05-25 01:46:16.479806,88,491,6319.956980966667,0,88,20,15,46,9,46,9,0.0936863541880115,0.018329938862871816,91.35
CUST_00039,4,0,4,Katelynport,1,4,CODE_ITS,3,Debit Card,2025-02-07 00:05:00.000000,2025-02-07 00:09:00.000000,59.95,215.17,2,7690.85,7535.629999999999,1883.91,7475.679999999999,53.79,50.0,112,112,28,4,1,PLAN_B,2024-08-18,2025-01-31 12:29:41.658044,PayPal,Premium Subscription,Annual,12.99,Active,23,118,581,4.923728813559322,110400.0,935.5932203389831,1,1,Desktop,3,/product_list,3,/homepage,20,North Williamville,4,Organic,3,SEM - Always On,2024-01-18 10:56:15.737114,2025-04-19 11:03:23.877722,124,457,5624.6763733,0,124,23,12,43,35,43,35,0.0940919035140221,0.07658643309280869,80.0
